DateTime	ASI:airspeed	Altimeter:altitude	RC:roll	HI:heading
2019-10-11.16:42:01	77.467	1843.08	-6.27354	14.9348
2019-10-11.16:42:02	77.0137	1846.27	-1.04609	13.5693
2019-10-11.16:42:03	76.9977	1849.11	2.62983	12.9938
2019-10-11.16:42:04	77.0509	1851.01	5.88654	13.1279
2019-10-11.16:42:05	77.3393	1851.95	10.1378	13.4297
2019-10-11.16:42:06	77.6511	1852.72	3.09359	13.0018
2019-10-11.16:42:07	77.886	1854.47	-3.40448	13.4504
2019-10-11.16:42:08	77.4924	1857.09	-8.33574	15.2995
2019-10-11.16:42:09	76.8231	1860.3	-4.19636	14.4492
2019-10-11.16:42:10	76.6923	1863.35	0.429338	12.9156
2019-10-11.16:42:11	76.8889	1865.41	3.65679	12.6041
2019-10-11.16:42:12	77.235	1866.35	7.25548	12.9427
2019-10-11.16:42:13	77.6235	1866.76	8.15069	13.6507
2019-10-11.16:42:14	77.8735	1867.94	0.637056	12.9838
2019-10-11.16:42:15	77.8025	1870.24	-5.43602	14.4198
2019-10-11.16:42:16	77.1755	1873.32	-7.39491	15.2826
2019-10-11.16:42:17	76.6474	1876.58	-2.22199	13.7644
2019-10-11.16:42:18	76.7214	1879.28	1.70521	12.6849
2019-10-11.16:42:19	76.9765	1880.88	4.85322	12.5979
2019-10-11.16:42:20	77.3788	1881.48	8.97995	13.2993
2019-10-11.16:42:21	77.7173	1881.98	5.17026	13.3346
2019-10-11.16:42:22	77.9472	1883.58	-1.70518	13.2844
2019-10-11.16:42:23	77.6097	1886.23	-7.68939	14.956
2019-10-11.16:42:24	76.9421	1889.4	-5.73989	14.8925
2019-10-11.16:42:25	76.6418	1892.55	-0.576973	13.1917
2019-10-11.16:42:26	76.8216	1894.85	2.84845	12.6014
2019-10-11.16:42:27	77.1358	1896.03	6.17377	12.7131
2019-10-11.16:42:28	77.5558	1896.43	9.8926	13.5896
2019-10-11.16:42:29	77.8363	1897.25	2.42897	12.9961
2019-10-11.16:42:30	77.9355	1899.25	-3.88725	13.9072
2019-10-11.16:42:31	77.4039	1902.17	-8.14226	15.265
2019-10-11.16:42:32	76.7816	1905.4	-3.60471	14.2285
2019-10-11.16:42:33	76.7282	1908.31	0.814406	12.805
2019-10-11.16:42:34	76.9498	1910.2	3.98813	12.5797
2019-10-11.16:42:35	77.3225	1911	7.7181	13.0062
2019-10-11.16:42:36	77.7099	1911.37	7.27208	13.5569
2019-10-11.16:42:37	77.9689	1912.63	-0.0774117	13.0008
2019-10-11.16:42:38	77.822	1915.02	-6.09209	14.5723
2019-10-11.16:42:39	77.1797	1918.11	-7.10925	15.1712
2019-10-11.16:42:40	76.7155	1921.32	-1.71213	13.5424
2019-10-11.16:42:41	76.835	1923.89	2.05017	12.6164
2019-10-11.16:42:42	77.1066	1925.35	5.2308	12.5858
2019-10-11.16:42:43	77.5182	1925.86	9.54909	13.3612
2019-10-11.16:42:44	77.84	1926.43	4.29305	13.1753
2019-10-11.16:42:45	78.0452	1928.13	-2.39223	13.4122
2019-10-11.16:42:46	77.6408	1930.87	-8.37309	15.0383
2019-10-11.16:42:47	76.9789	1934.05	-5.06442	14.6641
2019-10-11.16:42:48	76.7629	1937.12	-0.11675	13.0122
2019-10-11.16:42:49	76.9569	1939.29	3.21476	12.5577
2019-10-11.16:42:50	77.2899	1940.33	6.65415	12.7577
2019-10-11.16:42:51	77.7049	1940.69	9.18865	13.5976
2019-10-11.16:42:52	77.9729	1941.65	1.56319	12.9152
2019-10-11.16:42:53	78.0034	1943.76	-4.62501	14.1047
2019-10-11.16:42:54	77.4259	1946.74	-7.66363	15.251
2019-10-11.16:42:55	76.8454	1949.96	-2.93961	13.9489
2019-10-11.16:42:56	76.8614	1952.76	1.24957	12.6844
2019-10-11.16:42:57	77.0985	1954.49	4.40855	12.5416
2019-10-11.16:42:58	77.4868	1955.18	8.32875	13.097
2019-10-11.16:42:59	77.8517	1955.58	6.20683	13.4078
2019-10-11.16:43:00	78.1038	1957	-0.913313	13.0643
2019-10-11.16:43:01	77.8597	1959.51	-6.89512	14.7255
2019-10-11.16:43:02	77.2013	1962.63	-6.47371	14.9946
2019-10-11.16:43:03	76.8175	1965.79	-1.11813	13.2963
2019-10-11.16:43:04	76.9752	1968.22	2.47476	12.5502
2019-10-11.16:43:05	77.2674	1969.52	5.72936	12.5901
2019-10-11.16:43:06	77.6848	1969.95	10.1078	13.4404
2019-10-11.16:43:07	77.9821	1970.64	3.25291	13.0069
2019-10-11.16:43:08	78.1383	1972.49	-3.2232	13.614
2019-10-11.16:43:09	77.6614	1975.32	-8.54364	15.1246
2019-10-11.16:43:10	77.016	1978.51	-4.25731	14.3701
2019-10-11.16:43:11	76.8951	1981.49	0.412959	12.8279
2019-10-11.16:43:12	77.1045	1983.48	3.65965	12.5162
2019-10-11.16:43:13	77.4594	1984.38	7.2635	12.8405
2019-10-11.16:43:14	77.8597	1984.72	8.10065	13.5473
2019-10-11.16:43:15	78.12	1985.84	0.581037	12.8858
2019-10-11.16:43:16	78.0525	1988.1	-5.49238	14.3326
2019-10-11.16:43:17	77.4328	1991.14	-7.4058	15.1688
2019-10-11.16:43:18	76.9173	1994.34	-2.20025	13.641
2019-10-11.16:43:19	77.001	1997	1.74164	12.5781
2019-10-11.16:43:20	77.2574	1998.56	4.91581	12.51
2019-10-11.16:43:21	77.6598	1999.12	9.08055	13.2089
2019-10-11.16:43:22	77.9964	1999.6	4.9706	13.2059
2019-10-11.16:43:23	78.2251	2001.19	-1.8754	13.2083
2019-10-11.16:43:24	77.8767	2003.83	-7.86763	14.8795
2019-10-11.16:43:25	77.2121	2006.98	-5.56784	14.7362
2019-10-11.16:43:26	76.9348	2010.08	-0.458905	13.0482
2019-10-11.16:43:27	77.1189	2012.33	2.97163	12.4998
2019-10-11.16:43:28	77.4351	2013.45	6.35042	12.6436
2019-10-11.16:43:29	77.8501	2013.82	9.65027	13.5151
2019-10-11.16:43:30	78.1224	2014.68	2.06489	12.8742
2019-10-11.16:43:31	78.1979	2016.7	-4.20694	13.896
2019-10-11.16:43:32	77.648	2019.62	-7.86771	15.1829
2019-10-11.16:43:33	77.0415	2022.83	-3.3318	14.0223
2019-10-11.16:43:34	77.0186	2025.68	1.01424	12.6686
2019-10-11.16:43:35	77.2454	2027.48	4.20518	12.4879
2019-10-11.16:43:36	77.6218	2028.21	8.03676	12.9814
2019-10-11.16:43:37	77.9932	2028.58	6.69714	13.4148
2019-10-11.16:43:38	78.2477	2029.91	-0.545353	12.9535
2019-10-11.16:43:39	78.0495	2032.34	-6.5416	14.5865
2019-10-11.16:43:40	77.3963	2035.43	-6.77699	15.0067
2019-10-11.16:43:41	76.9747	2038.6	-1.38119	13.3317
2019-10-11.16:43:42	77.1161	2041.07	2.30727	12.5097
2019-10-11.16:43:43	77.3968	2042.42	5.54583	12.5255
2019-10-11.16:43:44	77.808	2042.87	9.97625	13.355
2019-10-11.16:43:45	78.1099	2043.49	3.61073	13.0049
2019-10-11.16:43:46	78.285	2045.28	-2.94449	13.4729
2019-10-11.16:43:47	77.8331	2048.05	-8.59588	15.0411
2019-10-11.16:43:48	77.179	2051.22	-4.53963	14.4121
2019-10-11.16:43:49	77.0256	2054.22	0.240683	12.829
2019-10-11.16:43:50	77.2283	2056.25	3.53083	12.4756
2019-10-11.16:43:51	77.5731	2057.18	7.09109	12.766
[State]	Cruise
2019-10-11.16:43:52	77.9739	2057.51	8.40472	13.5226
2019-10-11.16:43:53	78.2325	2058.57	0.827619	12.8365
2019-10-11.16:43:54	78.1934	2060.77	-5.27608	14.2224
2019-10-11.16:43:55	77.5826	2063.77	-7.4785	15.1486
2019-10-11.16:43:56	77.0478	2066.96	-2.3929	13.6695
2019-10-11.16:43:57	77.1144	2069.64	1.62642	12.556
2019-10-11.16:43:58	77.3639	2071.22	4.80731	12.4747
2019-10-11.16:43:59	77.7598	2071.79	8.91924	13.148
2019-10-11.16:44:00	78.0983	2072.24	5.22193	13.2121
2019-10-11.16:44:01	78.3316	2073.77	-1.68603	13.1303
2019-10-11.16:44:02	78.0041	2076.36	-7.67193	14.812
2019-10-11.16:44:03	77.3387	2079.48	-5.75155	14.7521
2019-10-11.16:44:04	77.0387	2082.58	-0.585549	13.0542
2019-10-11.16:44:05	77.2186	2084.84	2.88698	12.4703
2019-10-11.16:44:06	77.5287	2085.97	6.24784	12.5972
2019-10-11.16:44:07	77.9425	2086.34	9.78699	13.4742
2019-10-11.16:44:08	78.2163	2087.14	2.24345	12.8551
2019-10-11.16:44:09	78.3065	2089.11	-4.06075	13.8122
2019-10-11.16:44:10	77.7679	2091.99	-7.96705	15.1452
2019-10-11.16:44:11	77.1539	2095.17	-3.47759	14.0381
2019-10-11.16:44:12	77.1175	2098.02	0.928547	12.6533
2019-10-11.16:44:13	77.3412	2099.83	4.13491	12.4592
2019-10-11.16:44:14	77.7132	2100.56	7.9372	12.9302
2019-10-11.16:44:15	78.0871	2100.9	6.87572	13.4055
2019-10-11.16:44:16	78.3422	2102.19	-0.409962	12.9056
2019-10-11.16:44:17	78.1611	2104.57	-6.41268	14.5233
2019-10-11.16:44:18	77.5116	2107.62	-6.88931	14.9978
2019-10-11.16:44:19	77.078	2110.77	-1.4817	13.3321
2019-10-11.16:44:20	77.214	2113.25	2.24536	12.4831
2019-10-11.16:44:21	77.4907	2114.6	5.48097	12.4922
2019-10-11.16:44:22	77.8997	2115.04	9.90263	13.3108
2019-10-11.16:44:23	78.2037	2115.62	3.73448	12.9919
2019-10-11.16:44:24	78.3855	2117.36	-2.84982	13.4108
2019-10-11.16:44:25	77.9436	2120.1	-8.59224	14.9963
2019-10-11.16:44:26	77.2883	2123.24	-4.64006	14.4096
2019-10-11.16:44:27	77.125	2126.22	0.181693	12.813
2019-10-11.16:44:28	77.3262	2128.26	3.49163	12.4472
2019-10-11.16:44:29	77.6675	2129.17	7.04052	12.7263
2019-10-11.16:44:30	78.0685	2129.48	8.49858	13.4972
2019-10-11.16:44:31	78.3271	2130.51	0.903866	12.8043
2019-10-11.16:44:32	78.2972	2132.67	-5.21005	14.1695
2019-10-11.16:44:33	77.6907	2135.64	-7.50072	15.1232
2019-10-11.16:44:34	77.1513	2138.81	-2.45186	13.6576
2019-10-11.16:44:35	77.2138	2141.47	1.59666	12.5296
2019-10-11.16:44:36	77.4614	2143.04	4.784	12.4477
2019-10-11.16:44:37	77.8552	2143.6	8.88394	13.1119
2019-10-11.16:44:38	78.1941	2144.02	5.27606	13.1921
2019-10-11.16:44:39	78.4289	2145.53	-1.64787	13.09
2019-10-11.16:44:40	78.107	2148.09	-7.63205	14.7741
2019-10-11.16:44:41	77.4426	2151.18	-5.79735	14.7316
2019-10-11.16:44:42	77.1388	2154.25	-0.613754	13.0305
2019-10-11.16:44:43	77.3183	2156.5	2.87405	12.4413
2019-10-11.16:44:44	77.6265	2157.62	6.23609	12.5673
2019-10-11.16:44:45	78.0394	2157.96	9.80794	13.4445
2019-10-11.16:44:46	78.313	2158.74	2.26897	12.8275
2019-10-11.16:44:47	78.4056	2160.68	-4.04031	13.7743
2019-10-11.16:44:48	77.8692	2163.54	-8.00095	15.1143
2019-10-11.16:44:49	77.2551	2166.69	-3.5011	14.0135
2019-10-11.16:44:50	77.2177	2169.52	0.920229	12.624
2019-10-11.16:44:51	77.4408	2171.31	4.13427	12.4322
2019-10-11.16:44:52	77.8113	2172.02	7.9381	12.9013
2019-10-11.16:44:53	78.1842	2172.34	6.86247	13.3769
2019-10-11.16:44:54	78.4392	2173.6	-0.425147	12.8758
2019-10-11.16:44:55	78.2583	2175.96	-6.42774	14.4957
2019-10-11.16:44:56	77.6094	2178.99	-6.88247	14.9651
2019-10-11.16:44:57	77.178	2182.12	-1.47412	13.2968
2019-10-11.16:44:58	77.3153	2184.57	2.25958	12.4526
2019-10-11.16:44:59	77.5919	2185.89	5.5033	12.4669
2019-10-11.16:45:00	78	2186.31	9.9278	13.2875
2019-10-11.16:45:01	78.3021	2186.88	3.67803	12.9571
2019-10-11.16:45:02	78.482	2188.6	-2.89913	13.3916
2019-10-11.16:45:03	78.0375	2191.32	-8.5908	14.9738
2019-10-11.16:45:04	77.3838	2194.44	-4.60008	14.3634
2019-10-11.16:45:05	77.2266	2197.39	0.214527	12.7737
2019-10-11.16:45:06	77.429	2199.39	3.52847	12.4189
2019-10-11.16:45:07	77.7708	2200.28	7.09286	12.7082
2019-10-11.16:45:08	78.1696	2200.57	8.40486	13.4679
2019-10-11.16:45:09	78.4272	2201.58	0.817634	12.7763
2019-10-11.16:45:10	78.3897	2203.73	-5.28831	14.1615
2019-10-11.16:45:11	77.7805	2206.68	-7.48743	15.0878
2019-10-11.16:45:12	77.248	2209.83	-2.39267	13.603
2019-10-11.16:45:13	77.3168	2212.46	1.64383	12.4938
2019-10-11.16:45:14	77.5659	2213.99	4.83987	12.422
2019-10-11.16:45:15	77.9598	2214.52	8.96679	13.0994
2019-10-11.16:45:16	78.2949	2214.93	5.14123	13.1461
2019-10-11.16:45:17	78.5267	2216.43	-1.756	13.0815
2019-10-11.16:45:18	78.1947	2218.98	-7.74239	14.7648
2019-10-11.16:45:19	77.5308	2222.05	-5.70022	14.6741
2019-10-11.16:45:20	77.2403	2225.1	-0.540122	12.9763
2019-10-11.16:45:21	77.4227	2227.3	2.93855	12.4115
2019-10-11.16:45:22	77.7331	2228.38	6.32153	12.553
2019-10-11.16:45:23	78.1444	2228.69	9.69029	13.428
2019-10-11.16:45:24	78.4147	2229.47	2.10078	12.7883
2019-10-11.16:45:25	78.4959	2231.42	-4.18477	13.7882
2019-10-11.16:45:26	77.9512	2234.26	-7.89639	15.092
2019-10-11.16:45:27	77.3451	2237.4	-3.37574	13.9362
2019-10-11.16:45:28	77.3219	2240.18	1.00963	12.5773
2019-10-11.16:45:29	77.5479	2241.92	4.22582	12.4055
2019-10-11.16:45:30	77.9207	2242.59	8.06959	12.9009
2019-10-11.16:45:31	78.2878	2242.9	6.62619	13.3257
2019-10-11.16:45:32	78.5414	2244.17	-0.614661	12.8679
2019-10-11.16:45:33	78.3401	2246.53	-6.60961	14.5094
2019-10-11.16:45:34	77.6881	2249.55	-6.7337	14.9037
2019-10-11.16:45:35	77.2754	2252.65	-1.33889	13.2199
2019-10-11.16:45:36	77.4216	2255.04	2.36432	12.418
2019-10-11.16:45:37	77.7023	2256.31	5.62948	12.4515
2019-10-11.16:45:38	78.1108	2256.69	10.0481	13.2889
2019-10-11.16:45:39	78.4063	2257.27	3.42108	12.8982
2019-10-11.16:45:40	78.5739	2259.01	-3.10731	13.4223
2019-10-11.16:45:41	78.1128	2261.73	-8.56688	14.9748
2019-10-11.16:45:42	77.4646	2264.83	-4.4068	14.2689
2019-10-11.16:45:43	77.3312	2267.74	0.34747	12.7091
2019-10-11.16:45:44	77.5374	2269.67	3.64736	12.3914
2019-10-11.16:45:45	77.8836	2270.51	7.25752	12.7141
2019-10-11.16:45:46	78.2771	2270.77	8.10207	13.4306
2019-10-11.16:45:47	78.5333	2271.82	0.557931	12.7555
2019-10-11.16:45:48	78.4693	2273.98	-5.52156	14.2012
2019-10-11.16:45:49	77.8508	2276.93	-7.41913	15.0398
2019-10-11.16:45:50	77.3378	2280.05	-2.19911	13.5028
2019-10-11.16:45:51	77.4237	2282.61	1.78075	12.4498
2019-10-11.16:45:52	77.6777	2284.08	4.98883	12.4002
2019-10-11.16:45:53	78.0741	2284.56	9.18667	13.1136
2019-10-11.16:45:54	78.4007	2284.98	4.80055	13.0711
2019-10-11.16:45:55	78.6236	2286.5	-2.02275	13.1117
2019-10-11.16:45:56	78.2648	2289.07	-8.01764	14.7852
2019-10-11.16:45:57	77.6021	2292.13	-5.45849	14.5755
2019-10-11.16:45:58	77.344	2295.13	-0.360855	12.891
2019-10-11.16:45:59	77.5318	2297.26	3.08262	12.3815
2019-10-11.16:46:00	77.8485	2298.27	6.50893	12.5571
2019-10-11.16:46:01	78.2571	2298.55	9.41515	13.4201
2019-10-11.16:46:02	78.5224	2299.36	1.7688	12.7433
2019-10-11.16:46:03	78.5771	2301.33	-4.466	13.8513
2019-10-11.16:46:04	78.0148	2304.18	-7.75227	15.0713
2019-10-11.16:46:05	77.4257	2307.3	-3.12211	13.8154
2019-10-11.16:46:06	77.4291	2310.02	1.18039	12.5178
2019-10-11.16:46:07	77.6604	2311.68	4.39303	12.3804
2019-10-11.16:46:08	78.0381	2312.29	8.31188	12.9247
2019-10-11.16:46:09	78.3957	2312.59	6.20688	13.2506
2019-10-11.16:46:10	78.6457	2313.91	-0.941642	12.8844
2019-10-11.16:46:11	78.4074	2316.29	-6.92605	14.5544
2019-10-11.16:46:12	77.7508	2319.3	-6.46164	14.8151
2019-10-11.16:46:13	77.3716	2322.36	-1.10746	13.1119
2019-10-11.16:46:14	77.5312	2324.68	2.53582	12.382
2019-10-11.16:46:15	77.8194	2325.87	5.8354	12.447
[State]	Descent
2019-10-11.16:46:16	78.2289	2326.21	10.1108	13.3068
2019-10-11.16:46:17	78.5148	2326.82	3.0059	12.8242
2019-10-11.16:46:18	78.6598	2328.59	-3.4439	13.4972
2019-10-11.16:46:19	78.1721	2331.32	-8.42698	14.9896
2019-10-11.16:46:20	77.5346	2334.41	-4.08586	14.1326
2019-10-11.16:46:21	77.7004	2337.11	0.656753	8.89672
2019-10-11.16:46:22	81.2761	2333.9	5.01578	-0.865313
2019-10-11.16:46:23	87.4541	2321.22	9.59324	0.0445786
2019-10-11.16:46:24	92.4452	2308.28	3.97661	0.970658
2019-10-11.16:46:25	97.1077	2298.06	-3.34652	-0.801149
2019-10-11.16:46:26	101.381	2287.6	-5.85096	0.139467
2019-10-11.16:46:27	105.087	2278.34	-1.32708	-0.755849
2019-10-11.16:46:28	109.051	2269.19	4.89714	-1.07093
2019-10-11.16:46:29	112.334	2260.17	5.56793	-0.129052
2019-10-11.16:46:30	115.299	2252.55	0.287541	-1.14023
2019-10-11.16:46:31	118.306	2244.87	-4.32978	-0.818619
2019-10-11.16:46:32	120.718	2237.85	-2.54499	-0.590659
2019-10-11.16:46:33	123.21	2231.58	2.50427	-0.984365
2019-10-11.16:46:34	125.307	2225.41	3.71868	-0.41987
2019-10-11.16:46:35	127.042	2220.56	-0.0007043	-0.0770297
2019-10-11.16:46:36	128.593	2216.7	-2.90663	-0.057925
2019-10-11.16:46:37	129.883	2213.19	-1.08702	0.009843
2019-10-11.16:46:38	131.205	2210.15	2.12415	0.107982
2019-10-11.16:46:39	132.155	2207.66	1.88848	0.380767
2019-10-11.16:46:40	133.176	2205.62	-0.904259	0.180413
2019-10-11.16:46:41	134.032	2203.62	-1.7386	0.332865
2019-10-11.16:46:42	134.854	2201.96	0.292792	0.313102
2019-10-11.16:46:43	135.593	2200.5	1.65322	0.471128
2019-10-11.16:46:44	136.175	2199.47	0.423229	0.462883
2019-10-11.16:46:45	136.819	2198.5	-1.09481	0.410611
2019-10-11.16:46:46	137.359	2197.53	-0.533405	0.404223
2019-10-11.16:46:47	137.965	2196.6	0.86627	0.356332
2019-10-11.16:46:48	138.454	2195.72	0.799612	0.462619
2019-10-11.16:46:49	138.907	2195.19	-0.346241	0.605386
2019-10-11.16:46:50	139.238	2194.97	-0.596381	0.534453
2019-10-11.16:46:51	139.64	2194.63	0.253389	0.411346
2019-10-11.16:46:52	140.058	2194.09	0.666173	0.353134
2019-10-11.16:46:53	140.472	2193.48	0.0845636	0.353843
2019-10-11.16:46:54	140.844	2192.97	-0.377862	0.411149
2019-10-11.16:46:55	141.145	2192.65	-0.0112082	0.478416
2019-10-11.16:46:56	141.415	2192.53	0.438522	0.552763
2019-10-11.16:46:57	141.6	2192.66	0.240981	0.593099
2019-10-11.16:46:58	141.818	2192.8	-0.173334	0.494129
2019-10-11.16:46:59	142.034	2192.79	-0.102287	0.438909
2019-10-11.16:47:00	142.293	2192.66	0.245006	0.37396
2019-10-11.16:47:01	142.547	2192.43	0.258314	0.352948
2019-10-11.16:47:02	142.801	2192.19	-0.0135622	0.358077
2019-10-11.16:47:03	143.01	2192.02	-0.073593	0.396076
2019-10-11.16:47:04	143.195	2191.97	0.132576	0.434761
2019-10-11.16:47:05	143.343	2192.05	0.217565	0.493118
2019-10-11.16:47:06	143.448	2192.31	0.0698678	0.553381
2019-10-11.16:47:07	143.543	2192.62	-0.0310454	0.473751
2019-10-11.16:47:08	143.664	2192.81	0.0641958	0.416007
2019-10-11.16:47:09	143.819	2192.86	0.162049	0.361615
2019-10-11.16:47:10	143.985	2192.81	0.104404	0.32842
2019-10-11.16:47:11	144.149	2192.71	0.0185984	0.315578
2019-10-11.16:47:12	144.299	2192.61	0.0513245	0.317454
2019-10-11.16:47:13	144.445	2192.53	0.125009	0.326181
2019-10-11.16:47:14	144.573	2192.51	0.111302	0.350853
2019-10-11.16:47:15	144.672	2192.57	0.0516458	0.391062
2019-10-11.16:47:16	144.736	2192.75	0.0538268	0.441475
2019-10-11.16:47:17	144.773	2193.06	0.100924	0.45485
2019-10-11.16:47:18	144.829	2193.35	0.0998105	0.394265
2019-10-11.16:47:19	144.904	2193.52	0.0612707	0.352433
2019-10-11.16:47:20	144.989	2193.6	0.0574717	0.319048
2019-10-11.16:47:21	145.088	2193.61	0.0880052	0.29119
2019-10-11.16:47:22	145.195	2193.57	0.0960471	0.27161
2019-10-11.16:47:23	145.301	2193.5	0.0737963	0.264397
2019-10-11.16:47:24	145.398	2193.43	0.0649211	0.268521
